0.03	 A0:25	 A1:186	 A2:65	 T:23.00

0.03	 B0:80	 B1:134	 B2:68	 T:23.00

0.03	 D0:10	 D1:176	 D2:65	 T:nan

0.03	 C0:15	 C1:60	 C2:16	 T:23.00


0.06	 A0:25	 A1:186	 A2:65	 T:23.00

0.06	 B0:80	 B1:134	 B2:68	 T:23.00

0.05	 D0:10	 D1:177	 D2:65	 T:nan

0.06	 C0:15	 C1:60	 C2:16	 T:23.00


0.13	 A0:25	 A1:186	 A2:65	 T:23.00

0.13	 B0:80	 B1:134	 B2:68	 T:23.00

0.12	 D0:11	 D1:177	 D2:65	 T:nan

0.13	 C0:15	 C1:60	 C2:16	 T:23.00


0.21	 A0:25	 A1:186	 A2:65	 T:23.00

0.21	 B0:80	 B1:134	 B2:68	 T:23.00

0.19	 D0:10	 D1:177	 D2:65	 T:nan

0.20	 C0:15	 C1:61	 C2:16	 T:23.00


0.29	 A0:25	 A1:186	 A2:65	 T:23.00

0.29	 B0:80	 B1:134	 B2:68	 T:23.00

0.27	 D0:10	 D1:177	 D2:65	 T:nan

0.28	 C0:15	 C1:60	 C2:16	 T:23.00


0.36	 A0:25	 A1:186	 A2:65	 T:23.00

0.36	 B0:80	 B1:134	 B2:68	 T:23.00

0.34	 D0:11	 D1:177	 D2:65	 T:nan

0.35	 C0:15	 C1:60	 C2:16	 T:23.00


0.44	 A0:25	 A1:186	 A2:65	 T:23.00

0.44	 B0:80	 B1:134	 B2:68	 T:23.00

0.41	 D0:10	 D1:177	 D2:65	 T:nan

0.43	 C0:15	 C1:60	 C2:16	 T:23.00


0.52	 A0:25	 A1:186	 A2:65	 T:23.00

0.52	 B0:80	 B1:134	 B2:68	 T:23.00

0.49	 D0:10	 D1:177	 D2:65	 T:nan

0.50	 C0:15	 C1:60	 C2:16	 T:23.00


0.59	 A0:25	 A1:186	 A2:65	 T:23.00

0.59	 B0:80	 B1:134	 B2:68	 T:23.00

0.56	 D0:10	 D1:176	 D2:66	 T:nan

0.58	 C0:15	 C1:60	 C2:16	 T:23.00


0.67	 A0:25	 A1:186	 A2:65	 T:23.00

0.67	 B0:80	 B1:134	 B2:68	 T:23.00

0.63	 D0:10	 D1:177	 D2:65	 T:nan

0.65	 C0:15	 C1:61	 C2:16	 T:23.00


0.75	 A0:25	 A1:186	 A2:65	 T:23.00

0.75	 B0:80	 B1:134	 B2:68	 T:23.00

0.70	 D0:10	 D1:176	 D2:66	 T:nan

0.73	 C0:15	 C1:60	 C2:16	 T:23.00


0.83	 A0:25	 A1:186	 A2:65	 T:23.00

0.83	 B0:80	 B1:134	 B2:68	 T:23.00

0.78	 D0:11	 D1:177	 D2:65	 T:nan

0.80	 C0:15	 C1:60	 C2:16	 T:23.00


0.90	 A0:25	 A1:186	 A2:65	 T:23.00

0.90	 B0:80	 B1:134	 B2:68	 T:23.00

0.85	 D0:10	 D1:177	 D2:65	 T:nan

0.88	 C0:15	 C1:60	 C2:16	 T:23.00


0.98	 A0:25	 A1:186	 A2:65	 T:23.00

0.98	 B0:80	 B1:134	 B2:68	 T:23.00

0.92	 D0:10	 D1:177	 D2:66	 T:nan

0.95	 C0:15	 C1:60	 C2:16	 T:23.00


1.06	 A0:25	 A1:186	 A2:65	 T:23.00

1.06	 B0:80	 B1:134	 B2:68	 T:23.00

1.00	 D0:10	 D1:177	 D2:65	 T:nan

1.03	 C0:15	 C1:60	 C2:16	 T:23.00


1.13	 A0:25	 A1:186	 A2:65	 T:23.00

1.13	 B0:80	 B1:134	 B2:68	 T:23.00

1.07	 D0:10	 D1:176	 D2:66	 T:nan

1.10	 C0:15	 C1:60	 C2:16	 T:23.00


1.21	 A0:25	 A1:186	 A2:65	 T:23.00

1.21	 B0:80	 B1:134	 B2:68	 T:23.00

1.14	 D0:10	 D1:177	 D2:65	 T:nan

1.18	 C0:15	 C1:60	 C2:16	 T:23.00


1.29	 A0:25	 A1:186	 A2:65	 T:23.00

1.29	 B0:80	 B1:134	 B2:68	 T:23.00

1.21	 D0:10	 D1:177	 D2:66	 T:nan

1.25	 C0:15	 C1:60	 C2:16	 T:23.00


1.36	 A0:25	 A1:186	 A2:65	 T:23.00

1.36	 B0:80	 B1:134	 B2:68	 T:23.00

1.29	 D0:11	 D1:177	 D2:65	 T:nan

1.33	 C0:15	 C1:60	 C2:16	 T:23.00


1.44	 A0:25	 A1:186	 A2:65	 T:23.00

1.44	 B0:80	 B1:134	 B2:68	 T:23.00

1.36	 D0:10	 D1:177	 D2:65	 T:nan

1.40	 C0:15	 C1:60	 C2:16	 T:23.00


1.52	 A0:25	 A1:186	 A2:65	 T:23.00

1.52	 B0:80	 B1:134	 B2:68	 T:23.00

1.43	 D0:10	 D1:176	 D2:65	 T:nan

1.48	 C0:15	 C1:60	 C2:16	 T:23.00


1.60	 A0:25	 A1:186	 A2:65	 T:23.00

1.60	 B0:80	 B1:134	 B2:68	 T:23.00

1.51	 D0:11	 D1:177	 D2:66	 T:nan

1.55	 C0:14	 C1:60	 C2:16	 T:23.00


1.67	 A0:25	 A1:186	 A2:65	 T:23.00

1.67	 B0:80	 B1:134	 B2:68	 T:23.00

1.58	 D0:11	 D1:177	 D2:65	 T:nan

1.63	 C0:14	 C1:60	 C2:16	 T:23.00


1.75	 A0:25	 A1:186	 A2:65	 T:23.00

1.75	 B0:80	 B1:134	 B2:68	 T:23.00

1.65	 D0:10	 D1:177	 D2:65	 T:nan

1.70	 C0:15	 C1:60	 C2:16	 T:23.00


1.83	 A0:25	 A1:186	 A2:65	 T:23.00

1.83	 B0:80	 B1:134	 B2:68	 T:23.00

1.72	 D0:10	 D1:176	 D2:66	 T:nan

1.77	 C0:15	 C1:60	 C2:16	 T:23.00


1.90	 A0:25	 A1:186	 A2:65	 T:23.00

1.90	 B0:80	 B1:134	 B2:69	 T:23.00

1.80	 D0:10	 D1:176	 D2:66	 T:nan

1.85	 C0:15	 C1:60	 C2:16	 T:23.00


1.98	 A0:25	 A1:186	 A2:65	 T:23.00

1.98	 B0:80	 B1:134	 B2:69	 T:23.00

1.87	 D0:10	 D1:177	 D2:65	 T:nan

1.92	 C0:15	 C1:60	 C2:16	 T:23.00


2.06	 A0:25	 A1:186	 A2:65	 T:23.00

2.06	 B0:80	 B1:134	 B2:69	 T:23.00

1.94	 D0:10	 D1:177	 D2:65	 T:nan

2.00	 C0:14	 C1:60	 C2:16	 T:23.00


2.13	 A0:25	 A1:186	 A2:65	 T:23.00

2.13	 B0:80	 B1:134	 B2:68	 T:23.00

2.02	 D0:10	 D1:177	 D2:66	 T:nan

2.07	 C0:15	 C1:60	 C2:16	 T:23.00


2.21	 A0:25	 A1:186	 A2:65	 T:23.00

2.21	 B0:80	 B1:134	 B2:68	 T:23.00

2.09	 D0:10	 D1:177	 D2:65	 T:nan

2.15	 C0:15	 C1:60	 C2:16	 T:23.00


2.29	 A0:25	 A1:186	 A2:65	 T:23.00

2.29	 B0:80	 B1:134	 B2:68	 T:23.00

2.16	 D0:10	 D1:177	 D2:65	 T:nan

2.23	 C0:14	 C1:60	 C2:16	 T:23.00


2.36	 A0:25	 A1:186	 A2:65	 T:23.00

2.36	 B0:80	 B1:134	 B2:68	 T:23.00

2.23	 D0:10	 D1:177	 D2:65	 T:nan

2.30	 C0:14	 C1:60	 C2:16	 T:23.00


2.44	 A0:25	 A1:186	 A2:65	 T:23.00

2.44	 B0:80	 B1:134	 B2:69	 T:23.00

2.31	 D0:10	 D1:176	 D2:65	 T:nan

2.37	 C0:15	 C1:60	 C2:16	 T:23.00


2.52	 A0:25	 A1:186	 A2:65	 T:23.00

2.52	 B0:80	 B1:134	 B2:69	 T:23.00

2.38	 D0:10	 D1:177	 D2:66	 T:nan

2.45	 C0:15	 C1:60	 C2:16	 T:23.00


2.59	 A0:25	 A1:186	 A2:65	 T:23.00

2.59	 B0:80	 B1:134	 B2:68	 T:23.00

2.45	 D0:10	 D1:177	 D2:65	 T:nan

2.52	 C0:15	 C1:60	 C2:16	 T:23.00


2.67	 A0:25	 A1:186	 A2:65	 T:23.00

2.67	 B0:80	 B1:134	 B2:68	 T:23.00

2.53	 D0:11	 D1:177	 D2:65	 T:nan

2.60	 C0:15	 C1:60	 C2:16	 T:23.00


2.75	 A0:25	 A1:186	 A2:65	 T:23.00

2.75	 B0:80	 B1:134	 B2:69	 T:23.00

2.60	 D0:10	 D1:177	 D2:66	 T:nan

2.67	 C0:14	 C1:60	 C2:16	 T:23.00


2.83	 A0:25	 A1:186	 A2:65	 T:23.00

2.83	 B0:80	 B1:134	 B2:69	 T:23.00

2.67	 D0:11	 D1:177	 D2:65	 T:nan

2.75	 C0:14	 C1:60	 C2:16	 T:23.00


2.90	 A0:25	 A1:186	 A2:65	 T:23.00

2.90	 B0:80	 B1:134	 B2:69	 T:23.00

2.74	 D0:11	 D1:176	 D2:66	 T:nan

2.82	 C0:14	 C1:60	 C2:16	 T:23.00


2.98	 A0:25	 A1:186	 A2:65	 T:23.00

2.98	 B0:80	 B1:134	 B2:69	 T:23.00

2.82	 D0:10	 D1:177	 D2:65	 T:nan

2.90	 C0:14	 C1:60	 C2:16	 T:23.00


3.06	 A0:25	 A1:186	 A2:65	 T:23.00

3.06	 B0:80	 B1:134	 B2:68	 T:23.00

2.89	 D0:11	 D1:177	 D2:65	 T:nan

2.97	 C0:14	 C1:60	 C2:16	 T:23.00


3.13	 A0:25	 A1:186	 A2:65	 T:23.00

3.13	 B0:80	 B1:134	 B2:68	 T:23.00

2.96	 D0:10	 D1:177	 D2:66	 T:nan

3.05	 C0:14	 C1:60	 C2:16	 T:23.00


3.21	 A0:25	 A1:186	 A2:65	 T:23.00

3.21	 B0:80	 B1:134	 B2:69	 T:23.00

3.03	 D0:10	 D1:177	 D2:65	 T:nan

3.12	 C0:15	 C1:60	 C2:16	 T:23.00


3.29	 A0:25	 A1:186	 A2:65	 T:23.00

3.29	 B0:80	 B1:134	 B2:69	 T:23.00

3.11	 D0:11	 D1:177	 D2:66	 T:nan

3.20	 C0:14	 C1:60	 C2:16	 T:23.00


3.36	 A0:25	 A1:186	 A2:65	 T:23.00

3.36	 B0:80	 B1:134	 B2:68	 T:23.00

3.18	 D0:10	 D1:177	 D2:65	 T:nan

3.27	 C0:14	 C1:60	 C2:16	 T:23.00


3.44	 A0:25	 A1:186	 A2:65	 T:23.00

3.44	 B0:80	 B1:134	 B2:69	 T:23.00

3.25	 D0:11	 D1:177	 D2:66	 T:nan

3.35	 C0:14	 C1:61	 C2:16	 T:23.00


3.52	 A0:25	 A1:186	 A2:65	 T:23.00

3.52	 B0:80	 B1:134	 B2:69	 T:23.00

3.33	 D0:11	 D1:177	 D2:66	 T:nan

3.42	 C0:15	 C1:60	 C2:16	 T:23.00


3.60	 A0:25	 A1:186	 A2:65	 T:23.00

3.60	 B0:80	 B1:134	 B2:69	 T:23.00

3.40	 D0:10	 D1:176	 D2:66	 T:nan

3.50	 C0:14	 C1:60	 C2:16	 T:23.00


3.67	 A0:25	 A1:186	 A2:65	 T:23.00

3.67	 B0:80	 B1:134	 B2:69	 T:23.00

3.47	 D0:10	 D1:177	 D2:66	 T:nan

3.57	 C0:15	 C1:60	 C2:16	 T:23.00


3.75	 A0:25	 A1:186	 A2:65	 T:23.00

3.75	 B0:80	 B1:134	 B2:68	 T:23.00

3.54	 D0:11	 D1:177	 D2:66	 T:nan

3.65	 C0:14	 C1:60	 C2:16	 T:23.00


