0.03	 A0:25	 A1:141	 A2:62	 T:22.20
0.03	 B0:75	 B1:109	 B2:80	 T:nan
0.03	 C0:12	 C1:54	 C2:14	 T:22.60
0.03	 D0:12	 D1:155	 D2:72	 T:nan

0.06	 A0:25	 A1:142	 A2:62	 T:22.20
0.05	 B0:75	 B1:109	 B2:79	 T:nan
0.06	 C0:12	 C1:54	 C2:14	 T:22.60
0.05	 D0:12	 D1:155	 D2:72	 T:nan

0.13	 A0:25	 A1:141	 A2:62	 T:22.20
0.12	 B0:75	 B1:109	 B2:77	 T:nan
0.13	 C0:12	 C1:54	 C2:14	 T:22.60
0.12	 D0:12	 D1:155	 D2:72	 T:nan

0.21	 A0:25	 A1:142	 A2:62	 T:22.20
0.19	 B0:75	 B1:109	 B2:71	 T:nan
0.20	 C0:12	 C1:55	 C2:14	 T:22.60
0.19	 D0:12	 D1:155	 D2:72	 T:nan

0.29	 A0:25	 A1:141	 A2:62	 T:22.20
0.27	 B0:75	 B1:109	 B2:81	 T:nan
0.28	 C0:12	 C1:54	 C2:14	 T:22.60
0.27	 D0:12	 D1:155	 D2:72	 T:nan

0.36	 A0:25	 A1:142	 A2:62	 T:22.20
0.34	 B0:75	 B1:109	 B2:78	 T:nan
0.35	 C0:12	 C1:54	 C2:14	 T:22.60
0.34	 D0:12	 D1:155	 D2:72	 T:nan

0.44	 A0:25	 A1:141	 A2:62	 T:22.20
0.41	 B0:75	 B1:109	 B2:72	 T:nan
0.43	 C0:12	 C1:54	 C2:14	 T:22.60
0.41	 D0:12	 D1:155	 D2:72	 T:nan

0.52	 A0:25	 A1:141	 A2:62	 T:22.20
0.49	 B0:75	 B1:109	 B2:81	 T:nan
0.50	 C0:12	 C1:54	 C2:14	 T:22.60
0.49	 D0:12	 D1:155	 D2:72	 T:nan

0.59	 A0:25	 A1:141	 A2:62	 T:22.20
0.56	 B0:75	 B1:109	 B2:77	 T:nan
0.58	 C0:12	 C1:54	 C2:14	 T:22.60
0.56	 D0:12	 D1:155	 D2:72	 T:nan

0.67	 A0:25	 A1:142	 A2:62	 T:22.20
0.63	 B0:75	 B1:109	 B2:74	 T:nan
0.65	 C0:12	 C1:54	 C2:14	 T:22.60
0.63	 D0:12	 D1:155	 D2:72	 T:nan

0.75	 A0:25	 A1:141	 A2:62	 T:22.20
0.70	 B0:75	 B1:109	 B2:78	 T:nan
0.73	 C0:12	 C1:54	 C2:14	 T:22.60
0.70	 D0:12	 D1:155	 D2:72	 T:nan

0.83	 A0:25	 A1:141	 A2:62	 T:22.20
0.78	 B0:75	 B1:109	 B2:74	 T:nan
0.80	 C0:12	 C1:54	 C2:14	 T:22.60
0.78	 D0:12	 D1:155	 D2:72	 T:nan

0.90	 A0:25	 A1:142	 A2:62	 T:22.20
0.85	 B0:75	 B1:109	 B2:80	 T:nan
0.88	 C0:12	 C1:54	 C2:14	 T:22.60
0.85	 D0:12	 D1:155	 D2:72	 T:nan

0.98	 A0:25	 A1:141	 A2:62	 T:22.20
0.92	 B0:75	 B1:109	 B2:76	 T:nan
0.95	 C0:12	 C1:54	 C2:14	 T:22.60
0.92	 D0:12	 D1:155	 D2:72	 T:nan

1.06	 A0:25	 A1:141	 A2:62	 T:22.20
1.00	 B0:75	 B1:109	 B2:70	 T:nan
1.03	 C0:12	 C1:54	 C2:14	 T:22.60
1.00	 D0:12	 D1:155	 D2:72	 T:nan

1.13	 A0:25	 A1:141	 A2:62	 T:22.20
1.07	 B0:75	 B1:109	 B2:81	 T:nan
1.10	 C0:12	 C1:55	 C2:14	 T:22.60
1.07	 D0:12	 D1:155	 D2:72	 T:nan

1.21	 A0:25	 A1:141	 A2:62	 T:22.20
1.14	 B0:75	 B1:109	 B2:78	 T:nan
1.18	 C0:12	 C1:54	 C2:14	 T:22.60
1.14	 D0:12	 D1:155	 D2:72	 T:nan

1.29	 A0:25	 A1:141	 A2:62	 T:22.20
1.21	 B0:75	 B1:109	 B2:72	 T:nan
1.25	 C0:12	 C1:54	 C2:14	 T:22.60
1.21	 D0:12	 D1:155	 D2:72	 T:nan

1.36	 A0:25	 A1:141	 A2:62	 T:22.20
1.29	 B0:75	 B1:109	 B2:79	 T:nan
1.33	 C0:12	 C1:54	 C2:14	 T:22.60
1.29	 D0:12	 D1:155	 D2:72	 T:nan

1.44	 A0:25	 A1:141	 A2:62	 T:22.20
1.36	 B0:75	 B1:109	 B2:76	 T:nan
1.40	 C0:12	 C1:54	 C2:14	 T:22.60
1.36	 D0:12	 D1:155	 D2:72	 T:nan

1.52	 A0:25	 A1:141	 A2:62	 T:22.20
1.43	 B0:75	 B1:109	 B2:79	 T:nan
1.48	 C0:12	 C1:54	 C2:14	 T:22.60
1.43	 D0:12	 D1:155	 D2:72	 T:nan

1.60	 A0:25	 A1:142	 A2:62	 T:22.20
1.51	 B0:75	 B1:109	 B2:78	 T:nan
1.55	 C0:12	 C1:54	 C2:14	 T:22.60
1.51	 D0:12	 D1:155	 D2:72	 T:nan

1.67	 A0:25	 A1:141	 A2:62	 T:22.20
1.58	 B0:75	 B1:109	 B2:72	 T:nan
1.63	 C0:12	 C1:55	 C2:14	 T:22.60
1.58	 D0:12	 D1:155	 D2:72	 T:nan

1.75	 A0:25	 A1:141	 A2:62	 T:22.20
1.65	 B0:75	 B1:109	 B2:82	 T:nan
1.70	 C0:12	 C1:55	 C2:14	 T:22.60
1.65	 D0:12	 D1:155	 D2:72	 T:nan

1.83	 A0:25	 A1:141	 A2:62	 T:22.20
1.72	 B0:75	 B1:109	 B2:78	 T:nan
1.77	 C0:12	 C1:54	 C2:14	 T:22.60
1.72	 D0:12	 D1:155	 D2:72	 T:nan

1.90	 A0:25	 A1:141	 A2:62	 T:22.20
1.80	 B0:75	 B1:109	 B2:71	 T:nan
1.85	 C0:12	 C1:54	 C2:14	 T:22.60
1.80	 D0:12	 D1:155	 D2:72	 T:nan

1.98	 A0:25	 A1:141	 A2:62	 T:22.20
1.87	 B0:75	 B1:109	 B2:79	 T:nan
1.92	 C0:12	 C1:55	 C2:14	 T:22.60
1.87	 D0:12	 D1:155	 D2:72	 T:nan

2.06	 A0:25	 A1:141	 A2:62	 T:22.20
1.94	 B0:75	 B1:109	 B2:77	 T:nan
2.00	 C0:12	 C1:54	 C2:14	 T:22.60
1.94	 D0:12	 D1:155	 D2:72	 T:nan

2.13	 A0:25	 A1:141	 A2:62	 T:22.20
2.02	 B0:75	 B1:109	 B2:75	 T:nan
2.07	 C0:12	 C1:54	 C2:14	 T:22.60
2.02	 D0:12	 D1:155	 D2:72	 T:nan

2.21	 A0:25	 A1:141	 A2:62	 T:22.20
2.09	 B0:75	 B1:109	 B2:77	 T:nan
2.15	 C0:12	 C1:54	 C2:14	 T:22.60
2.09	 D0:12	 D1:155	 D2:72	 T:nan

2.29	 A0:25	 A1:141	 A2:62	 T:22.20
2.16	 B0:75	 B1:109	 B2:78	 T:nan
2.23	 C0:12	 C1:54	 C2:14	 T:22.60
2.16	 D0:12	 D1:155	 D2:72	 T:nan

2.36	 A0:25	 A1:142	 A2:62	 T:22.20
2.23	 B0:75	 B1:109	 B2:77	 T:nan
2.30	 C0:12	 C1:54	 C2:14	 T:22.60
2.23	 D0:12	 D1:155	 D2:72	 T:nan

2.44	 A0:25	 A1:142	 A2:62	 T:22.20
2.31	 B0:75	 B1:110	 B2:73	 T:nan
2.37	 C0:12	 C1:54	 C2:14	 T:22.60
2.31	 D0:12	 D1:155	 D2:72	 T:nan

2.52	 A0:25	 A1:141	 A2:62	 T:22.20
2.38	 B0:75	 B1:109	 B2:82	 T:nan
2.45	 C0:12	 C1:54	 C2:14	 T:22.60
2.38	 D0:12	 D1:155	 D2:72	 T:nan

2.60	 A0:25	 A1:141	 A2:62	 T:22.20
2.45	 B0:75	 B1:109	 B2:78	 T:nan
2.52	 C0:12	 C1:54	 C2:14	 T:22.60
2.45	 D0:12	 D1:155	 D2:72	 T:nan

2.67	 A0:25	 A1:141	 A2:62	 T:22.20
2.53	 B0:75	 B1:109	 B2:70	 T:nan
2.60	 C0:12	 C1:54	 C2:14	 T:22.60
2.53	 D0:12	 D1:155	 D2:72	 T:nan

2.75	 A0:25	 A1:141	 A2:62	 T:22.20
2.60	 B0:75	 B1:109	 B2:81	 T:nan
2.67	 C0:12	 C1:54	 C2:14	 T:22.60
2.60	 D0:12	 D1:155	 D2:72	 T:nan

2.83	 A0:25	 A1:141	 A2:62	 T:22.20
2.67	 B0:75	 B1:109	 B2:78	 T:nan
2.75	 C0:12	 C1:54	 C2:14	 T:22.60
2.67	 D0:12	 D1:155	 D2:72	 T:nan

2.90	 A0:25	 A1:141	 A2:62	 T:22.20
2.74	 B0:75	 B1:109	 B2:73	 T:nan
2.82	 C0:12	 C1:54	 C2:14	 T:22.60
2.74	 D0:12	 D1:155	 D2:72	 T:nan

2.98	 A0:25	 A1:141	 A2:62	 T:22.20
2.82	 B0:75	 B1:109	 B2:79	 T:nan
2.90	 C0:12	 C1:54	 C2:14	 T:22.60
2.82	 D0:12	 D1:155	 D2:72	 T:nan

3.06	 A0:25	 A1:141	 A2:62	 T:22.20
2.89	 B0:75	 B1:109	 B2:75	 T:nan
2.97	 C0:12	 C1:54	 C2:14	 T:22.60
2.89	 D0:12	 D1:155	 D2:72	 T:nan

3.13	 A0:25	 A1:141	 A2:62	 T:22.20
2.96	 B0:75	 B1:109	 B2:81	 T:nan
3.05	 C0:12	 C1:55	 C2:14	 T:22.60
2.96	 D0:12	 D1:155	 D2:72	 T:nan

